incident_id,opened_at,resolved_at,short_description,category,priority,assignment_group,state,reopen_count
INC0449,2026-01-12 12:04,2026-01-18 4:38,Tablespace reaching capacity threshold,Database,3-Moderate,Linux Server Team,Resolved,0
INC0450,2026-02-27 4:40,2026-03-01 4:37,Mouse cursor freezing,Hardware,3-Moderate,Service Desk - Tier 1,Resolved,0
INC0451,2025-10-25 12:11,,Slow network performance in HQ floor 3,Network,2-High,Application Support - CRM,On Hold,1
INC0452,2026-03-23 16:50,2026-03-26 4:00,Excel file corrupted on save,Software,3-Moderate,End User Computing,Closed,0
INC0453,2026-01-05 3:41,2026-01-06 23:55,Adobe Acrobat license expired error,Software,4-Low,Service Desk - Tier 1,Closed,0
INC0454,2026-01-23 5:33,2026-01-24 23:38,Laptop battery draining rapidly,Hardware,3-Moderate,Desktop Support,Closed,0
INC0455,2026-02-02 17:09,2026-02-19 0:47,Tablespace reaching capacity threshold,database,3-Moderate,Database Administration,Closed,0
INC0456,2026-03-02 21:05,2026-03-04 18:45,Keyboard keys unresponsive,Hardware,3-Moderate,Desktop Support,Closed,0
INC0457,2025-11-11 22:14,2025-11-12 4:02,Headset microphone not working,Hardware,1-Critical,Service Desk - Tier 1,Closed,2
INC0458,2025-11-15 1:08,2025-11-16 9:11,VPN client disconnecting frequently,Software,3-Moderate,Storage & Backup,Resolved,0
INC0459,2026-01-18 19:12,2026-01-20 6:31,Intermittent packet loss to data center,Network,3-Moderate,Network Operations,Closed,0
INC0460,2025-11-03 9:53,2025-11-04 5:16,DNS resolution failures on finance subnet,Network,3-Moderate,Application Support - CRM,Closed,0
INC0461,2026-02-18 23:17,2026-02-26 4:24,Tablespace reaching capacity threshold,Database,3-Moderate,Cloud Infrastructure,Closed,0
INC0462,2026-02-28 19:17,,Slow query performance on reporting DB,Database,3-Moderate,Database Administration,On Hold,0
INC0463,2026-01-26 0:43,,Index corruption detected on customer table,Database,3-Moderate,Database Administration,On Hold,1
INC0464,2026-03-30 14:02,,Laptop battery draining rapidly,Hardware,1-Critical,Service Desk - Tier 1,On Hold,0
INC0465,2026-02-25 9:35,2026-02-28 7:05,Cannot reach internal SharePoint site,Network,3-Moderate,Windows Server Team,Closed,0
INC0466,2026-01-06 12:01,2026-01-07 19:00,Printer paper jam recurring,Hardware,3-Moderate,Desktop Support,Closed,0
INC0467,2025-12-21 12:07,2025-12-20 2:14,Adobe Acrobat license expired error,Software,1-Critical,Cloud Infrastructure,Closed,0
INC0468,2026-03-03 10:04,2026-03-05 17:29,Keyboard keys unresponsive,Hardware,3-Moderate,Application Support - ERP,Closed,0
INC0469,2026-02-22 14:24,2026-02-25 1:12,Headset microphone not working,Hardware,3-Moderate,Service Desk - Tier 1,Closed,1
INC0470,2026-03-27 23:01,2026-03-31 21:51,Monitor flickering intermittently,Hardware,4-Low,End User Computing,Closed,0
INC0471,2025-10-31 14:26,2025-11-02 4:00,Adobe Acrobat license expired error,Software,4-Low,Application Support - CRM,Closed,0
INC0472,2026-01-03 18:53,2026-01-04 19:30,Monitor flickering intermittently,Hardware,4-Low,Security Operations,Resolved,0
INC0473,2026-03-06 4:37,2026-03-08 23:51,VPN tunnel dropping every 15 minutes,Network,4-Low,Application Support - CRM,Resolved,0
INC0474,2026-04-01 5:41,2026-04-01 13:59,PowerBI report failing to refresh,Software,3-Moderate,End User Computing,Closed,0
INC0475,2025-11-02 1:19,2025-11-04 5:10,VPN client disconnecting frequently,Software,3-Moderate,Desktop Support,Closed,1
INC0476,2025-12-26 15:55,2025-12-27 13:43,Mouse cursor freezing,Hardware,2-High,Desktop Support,Closed,0
INC0477,2026-01-17 3:00,2026-01-17 23:29,Failover cluster node not rejoining,Database,1-Critical,Database Administration,Closed,0
INC0478,2026-01-22 4:58,2026-01-29 10:17,Failover cluster node not rejoining,Database,3-Moderate,Database Administration,Closed,0
INC0479,2026-03-06 3:56,2026-03-06 13:32,Intermittent packet loss to data center,Network,2-High,Network Operations,Closed,0
INC0480,2025-11-24 17:57,2025-11-25 16:39,Chrome browser freezing on launch,Software,3-Moderate,Application Support - CRM,Resolved,1
INC0481,2025-12-25 7:18,2025-12-28 2:40,Unable to connect to corporate WiFi,network,3-Moderate,Network Operations,Closed,0
INC0482,2026-01-07 7:39,2026-01-16 17:03,Production DB replication lag exceeding SLA,Database,3-Moderate,Windows Server Team,Closed,0
INC0483,2025-11-09 8:49,2025-11-10 2:12,Antivirus blocking legitimate application,Software,2-High,Service Desk - Tier 1,Resolved,0
INC0484,2026-01-02 16:17,2026-01-03 0:22,Adobe Acrobat license expired error,Software,3-Moderate,Application Support - CRM,Resolved,0
INC0485,2025-12-01 23:22,2025-12-04 15:44,Intermittent packet loss to data center,Network,3-Moderate,Security Operations,Resolved,0
INC0486,2026-02-25 14:42,2026-02-25 19:36,DNS resolution failures on finance subnet,Network,1-Critical,Database Administration,Closed,0
INC0487,2026-04-15 2:40,2026-04-16 8:45,SAP GUI timeout errors,Software,4-Low,Application Support - CRM,Closed,1
INC0488,2025-12-18 12:03,2025-12-31 3:14,Deadlock errors on orders table,Database,3-Moderate,Storage & Backup,Closed,0
INC0489,2025-11-06 16:36,,Monitor flickering intermittently,Hardware,2-High,Desktop Support,On Hold,0
INC0490,2026-02-21 13:19,2026-02-26 6:45,Windows update failing repeatedly,Software,4-Low,Application Support - ERP,Closed,0
INC0491,2026-04-02 21:08,2026-04-03 4:46,Intermittent packet loss to data center,Network,1-Critical,Network Operations,Resolved,0
INC0492,2025-12-21 6:22,,Database backup job failed overnight,Database,3-Moderate,Cloud Infrastructure,On Hold,0
INC0493,2025-12-30 7:39,2025-12-31 23:05,VPN tunnel dropping every 15 minutes,Network,4-Low,End User Computing,Closed,1
INC0494,2026-02-11 7:28,,VPN client disconnecting frequently,Software,2-High,Application Support - ERP,On Hold,0
INC0495,2025-12-28 12:26,2025-12-28 14:28,Outlook crashing on startup,Software,1-Critical,Application Support - ERP,Closed,0
INC0496,2026-03-15 3:38,2026-03-17 8:00,Antivirus blocking legitimate application,Software,4-Low,Linux Server Team,Closed,0
INC0497,2025-10-30 12:47,2025-11-02 23:44,Long running query blocking transactions,Database,2-High,Database Administration,Closed,0
INC0498,2025-12-15 17:14,,Chrome browser freezing on launch,Software,2-High,Service Desk - Tier 1,On Hold,0
INC0499,2026-01-07 8:08,,Deadlock errors on orders table,Database,4-Low,Application Support - ERP,On Hold,0
INC0500,2026-04-06 13:00,2026-04-06 21:47,Laptop battery draining rapidly,Hardware,3-Moderate,End User Computing,Closed,0
INC0501,2025-11-23 13:19,2025-11-28 13:24,Long running query blocking transactions,Database,3-Moderate,Database Administration,Closed,0
INC0502,2025-11-08 22:11,2025-11-10 14:59,Network printer unreachable from VLAN,Network,4-Low,Cloud Infrastructure,Resolved,0
INC0503,2026-03-31 12:31,2026-04-01 9:12,Outlook crashing on startup,Software,2-High,Cloud Infrastructure,Closed,0
INC0504,2026-02-26 16:59,2026-03-03 8:02,Unable to connect to corporate WiFi,Network,4-Low,Desktop Support,Closed,0
INC0505,2026-01-15 10:13,2026-01-17 0:41,Mouse cursor freezing,Hardware,3-Moderate,Security Operations,Closed,0
INC0506,2026-04-11 7:15,2026-04-11 13:06,Intermittent packet loss to data center,Network,1-Critical,Service Desk - Tier 1,Closed,0
INC0507,2025-11-10 2:26,2025-11-12 8:47,Docking station not detecting external display,Hardware,4-Low,Desktop Support,Closed,0
INC0508,2025-10-25 6:06,2025-10-27 15:57,VPN tunnel dropping every 15 minutes,Network,3-Moderate,Desktop Support,Resolved,0
INC0509,2026-03-05 16:00,2026-03-08 20:55,Excel file corrupted on save,Software,4-Low,Application Support - ERP,Resolved,1
INC0510,2025-12-22 6:02,2025-12-27 4:50,Hard drive making clicking noise,Hardware,4-Low,Desktop Support,Closed,0
INC0511,2025-12-05 17:54,2025-12-08 10:41,Monitor flickering intermittently,Hardware,4-Low,Service Desk - Tier 1,Closed,0
INC0512,2026-02-14 22:24,2026-02-15 5:28,Long running query blocking transactions,DB,1-Critical,Storage & Backup,Resolved,0
INC0513,2026-04-05 0:00,2026-04-06 21:06,Antivirus blocking legitimate application,Software,3-Moderate,Database Administration,Closed,0
INC0514,2026-03-10 17:55,2026-03-13 21:29,Monitor flickering intermittently,Hardware,4-Low,End User Computing,Closed,1
INC0515,2025-11-12 14:10,2025-11-17 13:06,Failover cluster node not rejoining,Database,3-Moderate,Network Operations,Closed,0
INC0516,2026-03-11 23:24,2026-03-12 14:48,Teams audio not working in meetings,Software,3-Moderate,Linux Server Team,Closed,1
INC0517,2025-11-28 9:48,,Excel file corrupted on save,Software,2-High,Storage & Backup,On Hold,1
INC0518,2025-11-12 4:08,2025-11-13 15:34,Network printer unreachable from VLAN,Network,4-Low,End User Computing,Closed,0
INC0519,2026-02-15 6:43,2026-02-17 23:29,Antivirus blocking legitimate application,Software,4-Low,Windows Server Team,Closed,0
INC0520,2026-01-24 20:05,,Scheduled maintenance plan did not run,Database,3-Moderate,Database Administration,On Hold,0
INC0521,2025-11-17 21:19,2025-11-20 10:27,Keyboard keys unresponsive,Hardware,3-Moderate,Desktop Support,Closed,0
INC0522,2026-02-28 2:51,2026-03-02 13:35,SAP GUI timeout errors,Software,3-Moderate,Application Support - CRM,Resolved,0
INC0523,2026-04-18 9:55,2026-04-18 11:45,Keyboard keys unresponsive,Hardware,1-Critical,Application Support - CRM,Closed,1
INC0524,2025-12-22 10:10,2025-12-22 23:54,Load balancer reporting unhealthy nodes,Network,2-High,Application Support - ERP,Closed,0
INC0525,2026-01-04 2:39,2026-01-07 1:14,Outlook crashing on startup,Software,3-Moderate,Desktop Support,Closed,0
INC0526,2026-01-13 21:18,2026-01-15 3:47,Docking station not detecting external display,Hardware,3-Moderate,Windows Server Team,Closed,1
INC0527,2026-02-04 7:12,2026-02-04 20:25,Docking station not detecting external display,Hardware,2-High,Service Desk - Tier 1,Closed,0
INC0528,2026-02-10 22:13,2026-02-13 2:26,Hard drive making clicking noise,Hardware,3-Moderate,Desktop Support,Closed,0
INC0529,2025-11-06 9:01,,Scheduled maintenance plan did not run,Database,3-Moderate,Database Administration,On Hold,0
INC0530,2026-03-16 0:06,2026-03-17 21:06,Network printer unreachable from VLAN,Network,3-Moderate,Cloud Infrastructure,Closed,0
INC0531,2026-01-28 17:47,2026-01-29 0:25,Antivirus blocking legitimate application,Software,1-Critical,Application Support - CRM,Resolved,0
INC0532,2025-11-27 23:20,2025-11-30 20:54,PowerBI report failing to refresh,Software,3-Moderate,Cloud Infrastructure,Closed,1
INC0533,2025-11-30 17:05,2025-12-03 13:51,Failover cluster node not rejoining,Database,3-Moderate,Security Operations,Closed,1
INC0534,2025-11-22 22:22,2025-11-23 14:24,Chrome browser freezing on launch,Software,2-High,Cloud Infrastructure,Closed,0
INC0535,2025-10-29 22:26,2025-10-31 12:15,Production DB replication lag exceeding SLA,Database,3-Moderate,End User Computing,Resolved,0
INC0536,2025-12-19 14:41,2025-12-22 1:34,Monitor flickering intermittently,Hardware,4-Low,Network Operations,Closed,1
INC0537,2025-11-15 4:14,2025-11-18 1:00,Excel file corrupted on save,Software,3-Moderate,Database Administration,Closed,0
INC0538,2026-03-17 1:40,2026-03-17 23:37,Cannot reach internal SharePoint site,Network,3-Moderate,Network Operations,Closed,0
INC0539,2025-12-23 4:57,,Mouse cursor freezing,Hardware,3-Moderate,Network Operations,On Hold,0
INC0540,2026-03-10 17:16,2026-03-15 8:10,Unable to connect to corporate WiFi,Network,4-Low,Linux Server Team,Closed,0
INC0541,2026-03-07 19:06,2026-03-08 10:55,Windows update failing repeatedly,Software,3-Moderate,Service Desk - Tier 1,Resolved,2
INC0542,2025-12-19 12:05,2025-12-23 0:42,Guest WiFi authentication failing,Network,4-Low,Cloud Infrastructure,Resolved,0
INC0543,2026-01-10 22:32,2026-01-15 14:43,Keyboard keys unresponsive,Hardware,4-Low,Security Operations,Closed,0
INC0544,2025-12-25 4:51,2025-12-25 16:11,VPN tunnel dropping every 15 minutes,Network,3-Moderate,Service Desk - Tier 1,Closed,0
INC0545,2026-01-31 0:26,2026-01-31 19:47,Guest WiFi authentication failing,Network,2-High,Cloud Infrastructure,Closed,0
INC0546,2026-02-14 21:40,2026-02-17 20:33,Connection pool exhaustion alerts,Database,2-High,Database Administration,Closed,2
INC0547,2026-03-07 22:06,2026-03-11 7:45,Adobe Acrobat license expired error,Software,4-Low,Desktop Support,Closed,0
INC0548,2026-01-18 20:25,,Laptop battery draining rapidly,Hardware,3-Moderate,Service Desk - Tier 1,On Hold,0
INC0549,2026-03-16 16:40,2026-03-20 2:17,Teams audio not working in meetings,Software,4-Low,Linux Server Team,Closed,0
INC0550,2025-12-12 14:04,2025-12-13 3:05,Excel file corrupted on save,Software,2-High,Service Desk - Tier 1,Closed,0
INC0551,2026-01-05 5:13,2026-01-06 5:37,Intermittent packet loss to data center,Network,3-Moderate,Storage & Backup,Closed,0
INC0552,2026-02-15 21:57,,Unable to connect to corporate WiFi,Network,4-Low,Service Desk - Tier 1,On Hold,0
INC0553,2026-04-14 0:04,2026-04-19 22:52,Database backup job failed overnight,Database,3-Moderate,Network Operations,Closed,0
INC0554,2025-11-16 13:55,2025-11-20 18:36,Tablespace reaching capacity threshold,Database,2-High,Application Support - CRM,Closed,0
INC0555,2026-03-14 20:03,2026-03-15 13:44,Firewall blocking required application port,Network,3-Moderate,Service Desk - Tier 1,Closed,0
INC0556,2026-01-21 10:59,2026-01-24 6:20,PowerBI report failing to refresh,Software,3-Moderate,Application Support - CRM,Closed,0
INC0557,2025-11-26 19:54,,VPN client disconnecting frequently,Software,2-High,Cloud Infrastructure,On Hold,1
INC0558,2026-02-10 14:03,2026-02-13 13:52,Adobe Acrobat license expired error,Software,4-Low,Service Desk - Tier 1,Closed,0
INC0559,2026-04-03 6:35,,Hard drive making clicking noise,Hardware,3-Moderate,Desktop Support,On Hold,0
INC0560,2025-10-23 21:03,2025-11-09 7:23,Connection pool exhaustion alerts,Database,4-Low,Network Operations,Resolved,1
INC0561,2026-02-16 16:52,2026-02-16 20:33,Slow network performance in HQ floor 3,Network,1-Critical,Service Desk - Tier 1,Closed,0
INC0562,2026-02-26 18:09,2026-03-01 3:38,Connection pool exhaustion alerts,Database,2-High,Database Administration,Resolved,0
INC0563,2026-01-23 6:22,,Cannot reach internal SharePoint site,Network,3-Moderate,Application Support - ERP,On Hold,0
INC0564,2026-01-13 11:23,2026-01-27 22:48,Index corruption detected on customer table,Database,3-Moderate,Application Support - ERP,Closed,0
INC0565,2026-01-23 11:49,,Docking station not detecting external display,Hardware,3-Moderate,Desktop Support,On Hold,0
INC0566,2025-11-01 0:25,2025-11-02 17:17,Firewall blocking required application port,Network,3-Moderate,Windows Server Team,Closed,0
INC0567,2025-10-25 21:49,2025-10-26 17:18,Slow network performance in HQ floor 3,Network,3-Moderate,Network Operations,Resolved,0
INC0568,2026-02-20 21:10,2026-02-23 15:55,Slow network performance in HQ floor 3,Network,3-Moderate,Cloud Infrastructure,Resolved,0
INC0569,2025-10-25 8:00,2025-10-25 10:12,Headset microphone not working,Hardware,1-Critical,Security Operations,Closed,0
INC0570,2026-03-27 23:53,2026-03-24 2:40,Unable to connect to corporate WiFi,Network,4-Low,Network Operations,Resolved,0
INC0571,2025-11-28 19:43,2025-11-29 13:12,VPN client disconnecting frequently,Software,3-Moderate,Linux Server Team,Resolved,0
INC0572,2025-11-30 20:18,2025-12-08 13:42,Slow query performance on reporting DB,Database,4-Low,End User Computing,Resolved,1
INC0573,2026-02-18 11:46,2026-02-21 3:18,Unable to connect to corporate WiFi,network,3-Moderate,Network Operations,Resolved,0
INC0574,2025-11-14 10:59,,Laptop battery draining rapidly,Hardware,3-Moderate,Linux Server Team,On Hold,0
INC0575,2025-11-29 1:43,2025-11-29 23:22,Index corruption detected on customer table,Database,1-Critical,Database Administration,Closed,0
INC0576,2026-03-14 9:24,2026-03-20 8:39,Long running query blocking transactions,Database,4-Low,Windows Server Team,Resolved,0
INC0577,2026-01-26 14:55,2026-01-27 1:56,Adobe Acrobat license expired error,Software,3-Moderate,Linux Server Team,Resolved,0
INC0578,2025-12-05 18:27,2025-12-06 18:57,Laptop will not power on,Hardware,3-Moderate,Storage & Backup,Closed,0
INC0579,2025-11-11 23:20,2025-11-14 19:13,Excel file corrupted on save,Software,4-Low,End User Computing,Resolved,0
INC0580,2026-02-22 1:40,2026-02-22 3:29,Mouse cursor freezing,Hardware,1-Critical,Application Support - ERP,Closed,1
INC0581,2026-04-05 12:44,2026-04-07 21:58,SAP GUI timeout errors,Software,3-Moderate,Application Support - ERP,Closed,0
INC0582,2026-02-21 23:24,2026-02-24 7:37,Webcam not recognized by system,Hardware,3-Moderate,Network Operations,Closed,0
INC0583,2025-10-28 12:42,2025-11-04 17:44,Slow query performance on reporting DB,Database,3-Moderate,End User Computing,Resolved,0
INC0584,2025-11-21 1:29,,Headset microphone not working,Hardware,1-Critical,Service Desk - Tier 1,On Hold,0
INC0585,2026-04-10 9:01,2026-04-11 9:46,Load balancer reporting unhealthy nodes,Network,4-Low,Application Support - CRM,Resolved,0
INC0586,2026-03-24 19:56,2026-03-27 11:27,Tablespace reaching capacity threshold,Database,2-High,Desktop Support,Closed,0
INC0587,2026-02-04 18:15,2026-02-14 6:34,Production DB replication lag exceeding SLA,Database,3-Moderate,Storage & Backup,Closed,0
INC0588,2026-01-28 20:45,2026-02-01 8:56,Unable to connect to corporate WiFi,Network,4-Low,Cloud Infrastructure,Resolved,2
INC0589,2025-12-07 14:17,2025-12-16 14:07,Connection pool exhaustion alerts,Database,3-Moderate,Database Administration,Closed,0
INC0590,2025-12-25 9:52,2025-12-27 19:42,Windows update failing repeatedly,Software,3-Moderate,Security Operations,Closed,0
INC0591,2025-11-06 21:50,2025-11-07 12:22,Docking station not detecting external display,Hardware,2-High,Windows Server Team,Closed,0
INC0592,2026-01-11 16:59,2026-01-24 17:37,Scheduled maintenance plan did not run,Database,4-Low,Network Operations,Resolved,0
INC0593,2025-11-14 19:29,2025-11-25 1:41,Failover cluster node not rejoining,DB,4-Low,Database Administration,Closed,0
INC0594,2026-02-14 5:50,2026-02-16 9:03,Firewall blocking required application port,Network,4-Low,Service Desk - Tier 1,Closed,0
INC0595,2026-02-09 14:39,2026-02-10 22:47,Keyboard keys unresponsive,Hardware,3-Moderate,Storage & Backup,Resolved,0
INC0596,2026-03-13 2:05,2026-03-20 20:58,Scheduled maintenance plan did not run,Database,3-Moderate,Desktop Support,Closed,0
INC0597,2026-03-09 1:49,,Production DB replication lag exceeding SLA,Database,3-Moderate,Application Support - CRM,On Hold,0
INC0598,2025-11-29 2:46,2025-11-29 17:36,Firewall blocking required application port,Network,2-High,Database Administration,Resolved,0
INC0599,2026-04-01 20:38,2026-04-02 18:23,Windows update failing repeatedly,Software,2-High,Application Support - CRM,Closed,0
INC0600,2026-02-02 6:12,2026-02-02 15:20,Keyboard keys unresponsive,Hardware,2-High,Desktop Support,Closed,0
INC0601,2026-02-19 1:39,2026-02-21 7:18,VPN client disconnecting frequently,Software,3-Moderate,Application Support - ERP,Closed,0
INC0602,2025-12-08 6:43,2025-12-24 22:34,Production DB replication lag exceeding SLA,Database,4-Low,Database Administration,Closed,0
INC0603,2026-04-12 19:47,2026-04-14 17:18,Keyboard keys unresponsive,Hardware,3-Moderate,Desktop Support,Closed,0
INC0604,2025-11-19 9:28,2025-11-21 19:31,Mouse cursor freezing,Hardware,3-Moderate,Database Administration,Resolved,0
INC0605,2025-11-24 6:03,2025-12-03 4:30,Failover cluster node not rejoining,Database,3-Moderate,Security Operations,Resolved,0
INC0606,2025-11-09 4:06,2025-11-09 21:02,Guest WiFi authentication failing,Net,3-Moderate,Network Operations,Closed,0
INC0607,2026-03-17 21:48,2026-03-20 4:41,Network printer unreachable from VLAN,Network,4-Low,Network Operations,Resolved,1
INC0608,2026-04-15 19:02,2026-04-15 20:06,Windows update failing repeatedly,Software,1-Critical,Application Support - CRM,Closed,0
INC0609,2026-01-17 4:40,2026-01-21 12:06,Keyboard keys unresponsive,Hardware,4-Low,End User Computing,Resolved,1
INC0610,2025-10-24 13:38,2025-10-25 15:37,Monitor flickering intermittently,Hardware,3-Moderate,Storage & Backup,Closed,0
INC0611,2025-12-16 6:25,2025-12-18 5:12,Windows update failing repeatedly,Software,3-Moderate,Service Desk - Tier 1,Closed,0
INC0612,2026-03-02 6:33,2026-03-04 7:27,Connection pool exhaustion alerts,Database,2-High,Security Operations,Resolved,1
INC0613,2026-03-06 7:32,,Load balancer reporting unhealthy nodes,Network,3-Moderate,Application Support - CRM,On Hold,0
INC0614,2025-11-01 19:41,,Failover cluster node not rejoining,database,3-Moderate,Database Administration,On Hold,3
INC0615,2026-01-31 4:35,2026-02-01 2:57,Firewall blocking required application port,Network,3-Moderate,Network Operations,Closed,0
INC0616,2026-03-14 22:44,2026-03-17 20:02,Intermittent packet loss to data center,Network,3-Moderate,Network Operations,Closed,0
INC0617,2026-02-21 8:45,2026-02-24 6:13,Laptop will not power on,hardware,4-Low,Storage & Backup,Resolved,0
INC0618,2026-03-20 2:57,2026-03-25 0:30,Windows update failing repeatedly,Software,4-Low,Application Support - ERP,Resolved,1
INC0619,2025-11-02 9:20,2025-11-02 12:26,Docking station not detecting external display,Hardware,1-Critical,End User Computing,Resolved,0
INC0620,2025-10-24 19:25,2025-10-29 16:22,Production DB replication lag exceeding SLA,Database,3-Moderate,Database Administration,Resolved,0
INC0621,2026-02-14 21:03,2026-02-15 3:34,Windows update failing repeatedly,Software,1-Critical,Application Support - CRM,Resolved,0
INC0622,2025-12-22 6:28,2025-12-24 16:48,PowerBI report failing to refresh,Software,4-Low,Cloud Infrastructure,Closed,0
INC0623,2026-01-31 6:33,,Network printer unreachable from VLAN,Network,2-High,Windows Server Team,On Hold,0
INC0624,2026-01-12 16:56,,Adobe Acrobat license expired error,Software,4-Low,Network Operations,On Hold,0
INC0625,2026-03-06 15:55,2026-03-08 20:13,Adobe Acrobat license expired error,Software,3-Moderate,Windows Server Team,Resolved,0
INC0626,2026-01-27 1:12,,Chrome browser freezing on launch,Software,4-Low,Storage & Backup,On Hold,0
INC0627,2026-03-20 22:45,2026-03-21 9:23,Outlook crashing on startup,Software,2-High,Application Support - ERP,Closed,0
INC0628,2026-02-22 8:13,2026-02-23 3:32,Keyboard keys unresponsive,Hardware,2-High,Desktop Support,Closed,0
INC0629,2025-10-26 22:09,2025-10-27 12:38,Excel file corrupted on save,Software,3-Moderate,Application Support - ERP,Closed,0
INC0630,2026-02-02 1:39,2026-02-16 11:52,Database backup job failed overnight,Database,4-Low,Cloud Infrastructure,Resolved,0
INC0631,2026-02-23 6:38,2026-03-04 9:06,Failover cluster node not rejoining,Database,3-Moderate,Database Administration,Closed,0
INC0632,2026-04-12 18:17,,Firewall blocking required application port,Network,4-Low,Network Operations,On Hold,0
INC0633,2026-01-06 2:45,2026-01-13 13:02,Failover cluster node not rejoining,Database,3-Moderate,Application Support - ERP,Closed,0
INC0634,2026-03-25 6:34,2026-03-30 9:49,Tablespace reaching capacity threshold,Database,3-Moderate,Database Administration,Resolved,0
INC0635,2025-11-17 20:01,2025-11-19 13:13,PowerBI report failing to refresh,Software,3-Moderate,Windows Server Team,Resolved,0
INC0636,2025-12-14 18:21,2025-12-18 15:59,Scheduled maintenance plan did not run,Database,3-Moderate,Application Support - ERP,Closed,0
INC0637,2025-10-30 4:24,2025-10-30 15:04,Cannot reach internal SharePoint site,Network,2-High,Network Operations,Closed,0
INC0638,2026-04-17 22:00,2026-04-20 7:17,Windows update failing repeatedly,Software,4-Low,Security Operations,Resolved,0
INC0639,2025-11-20 17:42,2025-11-22 23:59,Headset microphone not working,Hardware,3-Moderate,Storage & Backup,Resolved,0
INC0640,2026-01-14 0:19,2026-01-17 12:17,Connection pool exhaustion alerts,Database,2-High,Storage & Backup,Resolved,0
INC0641,2025-12-05 12:51,2025-12-06 22:40,Hard drive making clicking noise,Hardware,3-Moderate,Windows Server Team,Closed,0
INC0642,2025-12-25 21:04,,Headset microphone not working,Hardware,2-High,Linux Server Team,On Hold,0
INC0643,2026-02-03 12:54,2026-02-06 7:15,Database backup job failed overnight,Database,2-High,Network Operations,Closed,0
INC0644,2025-11-30 9:24,2025-12-01 11:33,Monitor flickering intermittently,Hardware,3-Moderate,Database Administration,Closed,0
INC0645,2025-11-22 5:50,2025-11-26 5:10,Printer paper jam recurring,Hardware,4-Low,Service Desk - Tier 1,Closed,0
INC0646,2026-02-11 10:07,2026-02-10 18:42,Long running query blocking transactions,Database,3-Moderate,Cloud Infrastructure,Closed,0
INC0647,2026-01-20 2:42,,SAP GUI timeout errors,Software,4-Low,Application Support - CRM,On Hold,0
INC0648,2026-04-04 8:59,2026-04-08 14:44,DNS resolution failures on finance subnet,Network,4-Low,Network Operations,Closed,0
INC0649,2026-02-10 3:56,2026-02-25 22:37,Scheduled maintenance plan did not run,Database,4-Low,Database Administration,Closed,1
INC0650,2025-11-15 6:58,2025-11-15 21:42,SAP GUI timeout errors,Software,3-Moderate,Desktop Support,Resolved,0
INC0651,2026-03-17 8:01,2026-03-17 12:15,Docking station not detecting external display,Hardware,1-Critical,Service Desk - Tier 1,Resolved,1
INC0652,2025-11-07 18:42,2025-11-10 15:30,VPN tunnel dropping every 15 minutes,Network,3-Moderate,Network Operations,Closed,0
INC0653,2025-11-24 11:02,2025-11-25 6:19,Printer paper jam recurring,Hardware,2-High,Security Operations,Resolved,1
INC0654,2026-02-01 6:46,2026-02-01 12:15,Outlook crashing on startup,Software,1-Critical,Windows Server Team,Resolved,0
INC0655,2025-12-08 1:40,2025-12-13 20:23,Long running query blocking transactions,Database,4-Low,Database Administration,Closed,1
INC0656,2026-03-30 3:05,2026-03-30 6:22,Windows update failing repeatedly,Software,1-Critical,Desktop Support,Closed,0
INC0657,2025-10-25 1:50,2025-10-25 5:33,Intermittent packet loss to data center,Network,1-Critical,Service Desk - Tier 1,Resolved,1
INC0658,2025-11-11 12:29,,Scheduled maintenance plan did not run,Database,3-Moderate,Cloud Infrastructure,On Hold,1
INC0659,2026-02-22 6:05,2026-02-22 23:38,Adobe Acrobat license expired error,Software,2-High,End User Computing,Closed,0
INC0660,2026-01-04 23:58,2026-01-04 19:59,Monitor flickering intermittently,Hardware,3-Moderate,Desktop Support,Resolved,0
INC0661,2025-12-19 8:19,2025-12-19 10:44,SAP GUI timeout errors,Software,1-Critical,Linux Server Team,Closed,0
INC0662,2026-03-25 11:57,2026-03-26 14:14,Intermittent packet loss to data center,Network,4-Low,Network Operations,Closed,0
INC0663,2026-03-05 5:16,2026-03-07 21:08,Laptop will not power on,Hardware,3-Moderate,Service Desk - Tier 1,Closed,0
INC0664,2025-11-16 3:09,,Excel file corrupted on save,Software,4-Low,Desktop Support,On Hold,0
INC0665,2025-12-22 5:31,2025-12-22 7:40,Antivirus blocking legitimate application,Software,1-Critical,Application Support - CRM,Resolved,0
INC0666,2025-12-31 13:46,,Guest WiFi authentication failing,Network,3-Moderate,Network Operations,On Hold,0
INC0667,2026-03-30 21:37,2026-04-07 14:05,Tablespace reaching capacity threshold,Database,3-Moderate,Application Support - CRM,Resolved,0
INC0668,2026-01-03 14:18,2026-01-04 19:38,Chrome browser freezing on launch,Software,3-Moderate,Service Desk - Tier 1,Closed,1
INC0669,2026-03-15 20:52,,Intermittent packet loss to data center,Network,4-Low,Network Operations,On Hold,0
INC0670,2026-01-05 11:25,,Headset microphone not working,Hardware,1-Critical,Desktop Support,On Hold,0
INC0671,2026-03-09 10:46,2026-03-13 1:15,DNS resolution failures on finance subnet,Network,4-Low,Network Operations,Closed,0
INC0672,2026-02-25 1:28,2026-02-27 21:54,Network printer unreachable from VLAN,Network,3-Moderate,Storage & Backup,Resolved,1
